"Deployment_ID","X","Y"
"WA_Forest_Olympic_Peninsula_20_11",-122.97,47.98
"WA_Forest_Olympic_Peninsula_20_12",-123.06,47.97
"WA_Forest_Olympic_Peninsula_20_13",-123.003,47.968
"WA_Forest_Olympic_Peninsula_20_14",-122.95,47.96
"WA_Forest_Olympic_Peninsula_20_15",-123.03,47.95
"WI_Forest_Chequamegon-Nicolet_20_01",-90.93378,46.20989
"WI_Forest_Chequamegon-Nicolet_20_03",-90.86001,46.1934
"WI_Forest_Chequamegon-Nicolet_20_04",-90.97356,46.18952
"WI_Forest_Chequamegon-Nicolet_20_05",-90.98592,46.19031
"WI_Forest_Chequamegon-Nicolet_20_06",-90.89167,46.17813
"WI_Forest_Chequamegon-Nicolet_20_07",-90.89916,46.17247
"WI_Forest_Chequamegon-Nicolet_20_08",-90.86635,46.16611
"WI_Forest_Chequamegon-Nicolet_20_09",-90.88772,46.15689
"WI_Forest_Chequamegon-Nicolet_20_10",-90.93947,46.14581
"WV_Forest_University_Research_Forest_20_01",-79.7557,39.66939
"WV_Forest_University_Research_Forest_20_02",-79.738,39.66102
"WV_Forest_University_Research_Forest_20_04",-79.75918,39.67841
"WV_Forest_University_Research_Forest_20_05",-79.7499,39.67507
"WV_Forest_University_Research_Forest_20_06",-79.7465,39.67419
"WV_Forest_University_Research_Forest_20_07",-79.78389,39.66556
"WV_Forest_University_Research_Forest_20_08",-79.73806,39.66541
"WV_Forest_University_Research_Forest_20_09",-79.76797,39.66933
"WV_Forest_University_Research_Forest_20_10",-79.77208,39.6702
"WV_Forest_University_Research_Forest_20_11",-79.753,39.67124
"WV_Forest_University_Research_Forest_20_12",-79.74594,39.66917
"WV_Forest_University_Research_Forest_20_13",-79.7429,39.66865
"WV_Forest_University_Research_Forest_20_14",-79.77889,39.67068
"WV_Forest_University_Research_Forest_20_15",-79.74659,39.65615
"WV_Forest_University_Research_Forest_20_16",-79.74174,39.67379
"WV_Forest_University_Research_Forest_20_17",-79.7736,39.67977
"WV_Forest_University_Research_Forest_20_18",-79.7657,39.66202
"WV_Forest_University_Research_Forest_20_19",-79.76318,39.65732
"WV_Forest_University_Research_Forest_20_20",-79.766,39.66517
"WV_Forest_University_Research_Forest_20_21",-79.73602,39.66438
"WV_Forest_University_Research_Forest_20_24",-79.77894,39.67807
"WV_Forest_University_Research_Forest_20_25",-79.73663,39.66805
"WV_Forest_University_Research_Forest_20_26",-79.7573,39.65833
"WV_Forest_University_Research_Forest_20_27",-79.77217,39.66099
"WV_Forest_University_Research_Forest_20_29",-79.7562,39.67267
"WV_Forest_University_Research_Forest_20_30",-79.748,39.65923
"WV_Forest_University_Research_Forest_20_31",-79.7481,39.67239
"WV_Forest_University_Research_Forest_20_32",-79.7518,39.65765
"WV_Forest_University_Research_Forest_20_33",-79.7454,39.66059
"WV_Forest_University_Research_Forest_20_34",-79.7476,39.67714
"WV_Forest_University_Research_Forest_20_35",-79.7596,39.66506
"WY_Forest_Craighead_20_01",-110.5068,43.6436
"WY_Forest_Craighead_20_02",-110.5072,43.652
"WY_Forest_Craighead_20_03",-110.4985,43.6624
"WY_Forest_Craighead_20_04",-110.4921,43.6547
"WY_Forest_Craighead_20_05",-110.4936,43.6448
"WY_Forest_Craighead_20_06",-110.5003,43.6417
"WY_Forest_Craighead_20_07",-110.4798,43.6553
"WY_Forest_Craighead_20_08",-110.4657,43.6457
"WY_Forest_Craighead_20_09",-110.4741,43.6401
"WY_Forest_Craighead_20_10",-110.479,43.6416
"WY_Forest_Craighead_20_11",-110.4881,43.637
