"","Deployment_ID","prism_ppt_us_30s_202008","prism_ppt_us_30s_202009","prism_ppt_us_30s_202010","prism_ppt_us_30s_202011","prism_ppt_us_30s_202012","prism_tmean_us_30s_202008","prism_tmean_us_30s_202009","prism_tmean_us_30s_202010","prism_tmean_us_30s_202011","prism_tmean_us_30s_202012","x","y"
"91","MA_Forest_Tufts_20_07",105.164070129395,49.3174705505371,134.743255615234,84.8805160522461,202.863372802734,22.8403968811035,17.3876934051514,11.445276260376,6.78798341751099,0.448114037513733,1972187.29326096,2391918.78446042
"92","MA_Forest_Tufts_20_08",107.174263000488,50.4099044799805,134.955688476562,84.588623046875,205.796600341797,22.841869354248,17.3302307128906,11.4348173141479,6.75522089004517,0.418030381202698,1971692.9565198,2390999.95363372
"93","MA_Forest_Tufts_20_11",105.378684997559,49.1938514709473,136.069229125977,84.1005096435547,201.50407409668,22.8485832214355,17.3776588439941,11.437912940979,6.79355144500732,0.45829302072525,1972691.38649498,2392621.75263562
"94","MA_Forest_Tufts_20_12",107.075752258301,50.2654228210449,136.32096862793,84.1256256103516,204.303466796875,22.8430423736572,17.3511066436768,11.4325923919678,6.76924562454224,0.420496910810471,1971806.12393513,2391668.78470906
"95","MA_Forest_Tufts_20_13",107.174263000488,50.4099044799805,134.955688476562,84.588623046875,205.796600341797,22.841869354248,17.3302307128906,11.4348173141479,6.75522089004517,0.418030381202698,1971875.41363237,2391423.35930233
"96","MA_Forest_Tufts_20_14",107.174263000488,50.4099044799805,134.955688476562,84.588623046875,205.796600341797,22.841869354248,17.3302307128906,11.4348173141479,6.75522089004517,0.418030381202698,1971943.02676328,2391019.13132524
"97","ME_Forest_Piscataquis_County_20_01",100.560485839844,15.4520778656006,124.075309753418,99.0041809082031,161.634246826172,19.7172756195068,14.7916030883789,8.13895702362061,4.05522537231445,-1.23772835731506,2126196.28909111,2742189.43265893
"98","ME_Forest_Piscataquis_County_20_02",100.250846862793,14.9522199630737,123.877296447754,99.9318008422852,159.374496459961,19.6657218933105,14.7423343658447,8.08095455169678,3.96535515785217,-1.27960693836212,2126115.59162309,2743268.24942504
"99","ME_Forest_Piscataquis_County_20_03",101.311798095703,14.4995536804199,124.003570556641,100.506034851074,159.04704284668,19.6732387542725,14.7355489730835,8.0897388458252,3.95022487640381,-1.27719247341156,2126036.06629465,2743453.64870299
"100","ME_Forest_Piscataquis_County_20_04",101.311798095703,14.4995536804199,124.003570556641,100.506034851074,159.04704284668,19.6732387542725,14.7355489730835,8.0897388458252,3.95022487640381,-1.27719247341156,2125862.5476017,2743592.66620436
"101","ME_Forest_Piscataquis_County_20_05",101.311798095703,14.4995536804199,124.003570556641,100.506034851074,159.04704284668,19.6732387542725,14.7355489730835,8.0897388458252,3.95022487640381,-1.27719247341156,2125689.90645783,2743748.19457363
"102","ME_Forest_Piscataquis_County_20_07",100.729965209961,14.1439485549927,124.016693115234,101.008743286133,157.96337890625,19.6492328643799,14.7134094238281,8.06081390380859,3.91146969795227,-1.29724454879761,2125357.66060999,2743995.79205362
"103","ME_Forest_Piscataquis_County_20_09",100.560485839844,15.4520778656006,124.075309753418,99.0041809082031,161.634246826172,19.7172756195068,14.7916030883789,8.13895702362061,4.05522537231445,-1.23772835731506,2126248.72207463,2741984.40455271
"104","MI_Forest_Upper_Peninsula_20_01",103.05598449707,83.3866119384766,140.605560302734,61.2244262695312,28.6572093963623,19.4164028167725,13.9310960769653,4.98451375961304,3.7332022190094,-2.73490118980408,651316.948850889,2658485.87319386
"105","MI_Forest_Upper_Peninsula_20_03",106.26245880127,78.8372116088867,149.00634765625,60.9908828735352,33.4259185791016,19.0672092437744,13.5414323806763,4.64067649841309,3.37693357467651,-3.11096215248108,646934.032276727,2660596.89247605
"106","MI_Forest_Upper_Peninsula_20_04",104.503364562988,82.5145721435547,143.765548706055,61.2554588317871,30.3472938537598,19.287654876709,13.7460975646973,4.81788635253906,3.57869291305542,-2.93039298057556,650390.747947073,2659270.48896564
"107","MI_Forest_Upper_Peninsula_20_05",104.511436462402,83.1742630004883,140.889358520508,62.7985877990723,28.2277793884277,19.3284072875977,13.8547973632812,4.87598466873169,3.65345406532288,-2.83176469802856,652698.56460164,2656496.42036349
"108","MI_Forest_Upper_Peninsula_20_06",105.737762451172,83.3878936767578,142.657745361328,62.3888854980469,29.6113605499268,19.2067203521729,13.6641473770142,4.68789148330688,3.49282813072205,-3.02501368522644,651061.36217711,2657206.13021446
"109","MI_Forest_Upper_Peninsula_20_07_reupload",106.990669250488,82.9039306640625,146.430862426758,62.4025344848633,31.4532356262207,19.1255264282227,13.5436191558838,4.56620836257935,3.38209581375122,-3.13971352577209,649621.642234934,2657522.27107111
"110","MI_Forest_Upper_Peninsula_20_08",107.916984558105,82.7211303710938,148.231674194336,62.7098731994629,32.417049407959,19.0532627105713,13.4929761886597,4.49069833755493,3.32551884651184,-3.2125518321991,648559.386038625,2657672.13779754
"111","MI_Forest_Upper_Peninsula_20_10",111.566223144531,84.7132415771484,151.563507080078,64.8264846801758,35.0982322692871,18.838794708252,13.2457342147827,4.11721992492676,3.00175905227661,-3.58495950698853,647288.991051201,2656435.59395182
